track_name,artists,album_name,track_genre
My Favorite Things - Stereo,The Supremes,Christmas Playlist 2022,disco
"If My Friends Could See Me Now/Nothing Can Stop Us Now/Once In A Lifetime - Medley/Live On The Ed Sullivan Show, February 15, 1970",The Supremes,Best R&B Tunes,disco
My Favorite Things - Stereo,The Supremes,Best Christmas Music 2022,disco
"If My Friends Could See Me Now/Nothing Can Stop Us Now/Once In A Lifetime - Medley/Live On The Ed Sullivan Show, February 15, 1970",The Supremes,Blinding Lights,disco
"If My Friends Could See Me Now/Nothing Can Stop Us Now/Once In A Lifetime - Medley/Live On The Ed Sullivan Show, February 15, 1970",The Supremes,Best R&B Tunes,disco
Please Don't Go,KC & The Sunshine Band,Do You Wanna Go Party,disco
Hopelessly Devoted To You - From “Grease”,Olivia Newton-John,Grease (The Original Motion Picture Soundtrack),disco
Super Freak,Rick James,Street Songs (Deluxe Edition),disco
Endless Love,Lionel Richie;Diana Ross,Back To Front,disco
Rise Up - Radio Edit,Yves Larock,Rise Up (The Remixes),disco
Words - Original Version 1983,F.R. David,Words,disco
Can't Take My Eyes off You,Frankie Valli,Solo,disco
"Say You, Say Me",Lionel Richie,Dancing On The Ceiling (Expanded Edition),disco
Hello,Lionel Richie,Can't Slow Down,disco
Ma Baker,Boney M.,Love For Sale,disco
Tarzan Boy,Baltimora,Living In The Background,disco
Time After Time,Cyndi Lauper,She's So Unusual,disco
Rasputin,Boney M.,Nightflight to Venus,disco
More Than I Can Say - Remastered,Leo Sayer,The Show Must Go On: The Leo Sayer Anthology,disco
I Like It,DeBarge,Diversión para los peques,disco
YMCA,Village People,Can't Stop the Music (Original Soundtrack 1980),disco
Heaven (feat. Sofia Quinn) - Club Mix,Fedde Le Grand;Robert Falcon;Sofia Quinn,Heaven (feat. Sofia Quinn) [Club Mix],disco
"Holding Out for a Hero - From ""Footloose"" Soundtrack",Bonnie Tyler,Secret Dreams and Forbidden Fire,disco
Silly,Deniece Williams,The Best Of Deniece Williams: Gonna Take A Miracle,disco
Devils,Fedde Le Grand;Vince Freeman,Night Drive Autumn/Winter 2022/23,disco
Time After Time,Cyndi Lauper,She's So Unusual: A 30th Anniversary Celebration (Deluxe Edition),disco
Olivia,Die Zipfelbuben;DJ Cashi,Ballermann Party Hits Megamix 2022.2,disco
Feel Around You - OCULA Remix,Le Youth;LeyeT;OCULA,Armada Electronic Elements - ADE 2022,disco
Karma Chameleon - Remastered 2002,Culture Club,Colour By Numbers,disco
Olivia,Die Zipfelbuben;DJ Cashi,Après Ski Fussball Party 2022 - Wir feiern auf den Hütten,disco
Devils,Fedde Le Grand;Vince Freeman,"Anímate, es viernes",disco
I Feel You Everywhere (Antibodies),Tensnake;LP Giobbi;Cara Melín,Armada Music - ADE 2022,disco
True,Spandau Ballet,80's,disco
Self Control,Laura Branigan,80's,disco
Offshore - Kryder Remix,Chicane;Kryder,Armada Music - ADE 2022,disco
T.K.O.,Womack & Womack,Slow Down Soul,disco
Lola's Theme - Radio Edit,The Shapeshifters,Trance Classics 2021,disco
"Hungry Eyes - From ""Dirty Dancing"" Soundtrack",Eric Carmen,The Definitive Collection,disco
Schifoan,Lorenz Büffel,Ballermann Party Mix - Alle Après Ski Hütten Hits der letzten Jahre,disco
I Can Hardly Wait 'Til Christmas,The O'Jays,Soul Christmas Greatest Hits,disco
Could It Be I'm Falling in Love,The Spinners,Slow Down Soul,disco
Trinken ist auch Sport,Lorenz Büffel;Knossi,Ballermann Hits Party 2023,disco
Pretty Girls,Hot Chocolate,Supa Chill,disco
Johnny And Mary,Robert Palmer,Fiesta temática 70s,disco
It Started with a Kiss,Hot Chocolate,80's,disco
Footballs Coming Home,Lorenz Büffel,Après Ski Fussball Party 2022 - Wir feiern auf den Hütten,disco
Ai No Corrida,Quincy Jones;Charles May,Disco Boogie Mood,disco
Hüpfen bis die Insel wackelt,Lorenz Büffel,Layla sitzt dicht im Flieger,disco
Addicted To Love,Robert Palmer;Eric 'ET' Thorngren,Fiesta temática 80s,disco
Murder On The Dancefloor,Sophie Ellis-Bextor,De ese gran pop de los 00's,disco
Murder On The Dancefloor,Sophie Ellis-Bextor,OO's Music Grandi Successi,disco
Simply Irresistible,Robert Palmer,80's,disco
Lessons In Love,Level 42,80s Bangers Vol. 2,disco
Mamma Maria,Ricchi E Poveri,Tutti in piscina Canzoni per bambini,disco
"Something About You - 7"" Version",Level 42,Fiesta temática 80s,disco
Baby I'm Yours,Breakbot;Irfane,Baby I'm Yours,disco
Karma Chameleon,Culture Club,Colour By Numbers,disco
Love Stoned,Akcent,That's My Name,disco
My Passion,Akcent,That's My Name,disco
Easy,Commodores,Commodores,disco
Killing Me Softly With His Song,Roberta Flack,Killing Me Softly,disco
Boogie Wonderland,"Earth, Wind & Fire;The Emotions",I Am,disco
My Passion,Akcent,That's My Name,disco
No Eyes - Radio Edit,Claptone;JAW,No Eyes,disco
Love Really Hurts Without You,Billy Ocean,Billy Ocean (Expanded Edition),disco
Celebration,Kool & The Gang,Celebrate!,disco
Shooting Stars,Bag Raiders,Bag Raiders (Deluxe),disco
All Night Long (All Night) - Single Version,Lionel Richie,Back To Front,disco
"Night Fever - From ""Saturday Night Fever"" Soundtrack",Bee Gees,How Can You Mend A Broken Heart,disco
Show Me Love (2020 Remaster) - StoneBridge Club Mix,Robin S;StoneBridge,Champion Classics (35th Anniversary Album) Part 1 mixed & compiled by StoneBridge,disco
What's Love Got to Do with It,Tina Turner,What's Love Got to Do with It?,disco
Tarzan Boy,Baltimora,Tarzan Boy: The World Of Baltimora,disco
The Music Began To Play,Mark Knight;Armand Van Helden,Toolroom Amsterdam 2022,disco
To Love Somebody,Bee Gees,Bee Gees' 1st,disco
I Finally Found Someone (feat. Bryan Adams),Barbra Streisand;Bryan Adams,The Mirror Has Two Faces - Music From The Motion Picture,disco
Flashdance...What a Feeling - Radio Edit,Irene Cara,What a Feelin',disco
Lotusblume,Tobee,Ballermann Party Mix - Alle Après Ski Hütten Hits der letzten Jahre,disco
Stay The Night - Re-Edit,Just Kiddin;Camden Cox,EDM Gaming Music Autumn/Winter 2022,disco
Stay The Night - Re-Edit,Just Kiddin;Camden Cox,Night Drive Autumn/Winter 2022/23,disco
Hot Stuff (Al-Faris & Carmelo Carone Remix),Giorgio Moroder;Al-Faris;Carmelo Carone,"Swanky Club House, Vol. 1",disco
Bierpong,Tobee,DJ Cashi präsentiert Mallora Closing 2022 powered by Xtreme Sound,disco
I'm Christmasing With You,Patti LaBelle,Soul Christmas Greatest Hits,disco
I Can't Help It,Andy Gibb;Olivia Newton-John,Sweet Home Alabama,disco
Bolingo - Original Short Edit,Ferreck Dawn,"Best of Kittball, Vol. 6",disco
Wedding Song,Smokey Robinson,Un tecito y a mimir,disco
You Make Me Feel Like Dancing,Leo Sayer,The Gold Collection,disco
Cordula Grün,Tobee,Après Ski Megahits 2023,disco
Mallorca Kinder,Tobee,Ballermann Party Hits Megamix 2022.2,disco
Young Hearts Run Free,Candi Staton,Gourmet Soul,disco
Mallorca Kinder,Tobee,DJ Cashi präsentiert Mallora Closing 2022 powered by Xtreme Sound,disco
Get Down Saturday Night,Oliver Cheatham,Diversión para los peques,disco
I Can't Help It,Andy Gibb;Olivia Newton-John,Best 70s Rock Tunes,disco
Lessons In Love,Level 42,Running In The Family (Deluxe Edition),disco
Street Life (Edit),Randy Crawford,Gourmet Soul,disco
Do That To Me One More Time,Captain & Tennille,Best 70s Rock Tunes,disco
You Might Need Somebody,Randy Crawford,80's,disco
I Can't Help It,Andy Gibb;Olivia Newton-John,Best 70s Rock Tunes,disco
"Uschi, Otze, Erna (Wir feiern auch mit Werner)",Andy Luxx,Ballermann Party Mix - Alle Après Ski Hütten Hits der letzten Jahre,disco
"Uschi, Otze, Erna (Wir feiern auch mit Werner)",Andy Luxx,Après Ski Megahits 2023,disco
Weltmeister werden wir in diesem Jahr,Tobee,Après Ski Fussball Party 2022 - Wir feiern auf den Hütten,disco
Dancing In The Street - Stereo,Martha Reeves & The Vandellas,On air 70's Hits,disco
(Love Is Like A) Heat Wave - Single Version,Martha Reeves & The Vandellas,60s Christmas Party,disco
Rainy Night in Georgia,Randy Crawford,Music for Rainy Days,disco
Do That To Me One More Time,Captain & Tennille,Sweet Home Alabama,disco
Do That To Me One More Time,Captain & Tennille,Best 70s Rock Tunes,disco
Shooting Stars,Bag Raiders,Shooting Stars,disco
Nanã,Polo & Pan,Caravelle,disco
Push,Akcent;Amira,Love the Show,disco
More Than A Woman - SG's Paradise Edit,Bee Gees;SG Lewis,More Than A Woman (SG's Paradise Edit),disco
Underwater,Le Youth,Underwater / Other Voices,disco
Inshallah,Akcent;Chante,Inshallah,disco
You don't know my love,Akcent;Xonia,You don't know my love,disco
Voyage voyage,Desireless,François,disco
Eternal Flame,The Bangles,The Essential Bangles,disco
I Will Survive - Single Version,Gloria Gaynor,20th Century Masters: The Millennium Collection: Best Of Gloria Gaynor,disco
I Started A Joke,Bee Gees,Idea (Deluxe Edition),disco
Sete,BLOND:ISH;Francis Mercier;Amadou & Mariam,Sete,disco
Alone Again (Naturally),Gilbert O'Sullivan,Back to Front (Deluxe Edition),disco
Too Much Heaven,Bee Gees,Spirits Having Flown,disco
Gotta Go Home,Boney M.,Boney M.,disco
You Sexy Thing,Hot Chocolate,Hot Chocolate,disco
Brown Girl in the Ring,Boney M.,Nightflight to Venus,disco
Be with You,Totally Enormous Extinct Dinosaurs,When the Lights Go,disco
Nightflight to Venus,Boney M.,Nightflight to Venus,disco
Hands Up - Single Version,Ottawan,Hands Up,disco
Kung Fu Fighting,Carl Douglas,Kung Fu Fighter,disco
Born to Be Alive - The Original,Patrick Hernandez,Born to Be Alive (The Original),disco
Call on Me - Radio Mix,Eric Prydz,Call on Me (Radio Mix),disco
"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",Bee Gees,Greatest,disco
Free,Kideko,Toolroom Amsterdam 2022,disco
It's Raining Men,The Weather Girls,The Best of Disco,disco
Every Time You Go Away - Radio Edit,Paul Young,From Time To Time - The Singles Collection,disco
Life Is...,BLOND:ISH,#PlasticFreeParty,disco
What A Feeling,Irene Cara,What A Feeling,disco
Rock This Party - Everybody Dance Now,Bob Sinclar;Cutee B.;DollarMan;Big Ali;Makedah,Rock This Party (Everybody Dance Now),disco
We Are Family - 1995 Remaster,Sister Sledge,We Are Family (1995 Remaster),disco
The Fire,Kideko;Armand Van Helden,House Anthems,disco
Ouragan,Stephanie,Ouragan,disco
Joana,Peter Wackel;Chriss Tuxi,Karneval Klassiker,disco
Es regnet Bier,Peter Wackel,DJ Cashi präsentiert Mallora Closing 2022 powered by Xtreme Sound,disco
Joana,Peter Wackel;Chriss Tuxi,Karneval 2022 100%,disco
Joana,Peter Wackel;Chriss Tuxi,Best Of Karneval,disco
Back To Life,Soul II Soul;Caron Wheeler,80s Bangers Vol. 2,disco
Dance to the Rhythm of Love,Patti LaBelle;The Bluebelles,Thanksgiving Party,disco
Ich verkaufe meinen Körper,Peter Wackel,Après Ski Megahits 2023,disco
Ich bin morgens immer müde,Peter Wackel,Ballermann Party Hits Megamix 2022.2,disco
An der Theke,Peter Wackel,Ballermann Party Mix - Alle Après Ski Hütten Hits der letzten Jahre,disco
Ich bin morgens immer müde,Peter Wackel,DJ Cashi präsentiert Mallora Closing 2022 powered by Xtreme Sound,disco
Heaven Must Be Missing An Angel - Pt. 1,Tavares,Disco Boogie Mood,disco
You Make Me Feel (Mighty Real),Sylvester,Disco Boogie Mood,disco
Car Wash - Long Version,Rose Royce,On air 70's Hits,disco
Car Wash - Single Version,Rose Royce,Disco Boogie Mood,disco
The Rub,George McCrae;Gwen McCrae,Miami Funk : Funk Gems from Henry Stone Records,disco
Do That To Me One More Time,Captain & Tennille,Best 70s Rock Tunes,disco
Schwarzer Sand von Santa Cruz,Nockis,Nockalm Gold,disco
Gimme Gimme - Club Mix,Lee Cabrera;Kevin McKay;Bleech,Gimme Gimme,disco
September,"Earth, Wind & Fire",September,disco
We Are Mirage,Eric Prydz;Empire of the Sun,Liberate (Remixes),disco
Stay The Night,Just Kiddin;Camden Cox,Stay The Night,disco
Push,Akcent;Amira,Love the Show,disco
Push The Feeling On - Mk Dub Revisited Edit,Nightcrawlers;MK,Push The Feeling On,disco
Pjanoo - Radio Edit,Eric Prydz,Pjanoo,disco
Akcent - I'm Sorry (Radio Edit),Akcent,I'm Sorry,disco
Delta,Moonwalk,Solaris - EP,disco
Midnight Train to Georgia,Gladys Knight & The Pips,Imagination (Expanded Edition),disco
Ghostbusters,Ray Parker Jr.,Ghostbusters (Original Motion Picture Soundtrack) [2016],disco
It's a Heartache,Bonnie Tyler,Natural Force (Expanded Edition),disco
I Will Survive - 1981 Re-recording,Gloria Gaynor,I Will Survive,disco
Can't Smile Without You,Barry Manilow,Even Now,disco
The Rubberband Man,The Spinners,The Rubberband Man / Now That We're Together,disco
Heart Attack,Akcent;Olivia Addams,Heart Attack,disco
Blame It on the Boogie,The Jacksons,Destiny,disco
Woman in Love,Barbra Streisand,Guilty,disco
Give It Up,KC & The Sunshine Band,All In a Night's Work (Expanded Version),disco
Just an Illusion,Imagination,In the Heat of the Night,disco
Something In The Past,One Way;Al Hudson,Push,disco
Celebration - Single Version,Kool & The Gang,Collected,disco
Mega Medley,Zapp,All the Greatest Hits,disco
Dancing On The Ceiling,Lionel Richie,Dancing On The Ceiling (Expanded Edition),disco
"I Can't Help Myself (Sugar Pie, Honey Bunch)",Four Tops,Four Tops Second Album,disco
You Win Again,Bee Gees,E.S.P.,disco
Ein Schritt Vor – Kein Zurück,Die Paldauer,Ein Schritt Vor – Kein Zurück,disco
Physical - Remastered 2021,Olivia Newton-John,Physical (Deluxe Edition),disco
Mandy,Barry Manilow,Barry Manilow II,disco
More Bounce to the Ounce,Zapp,80's,disco
Angel in the Sky,Rose Royce,Slow Down Soul,disco
The Mistletoe And Me,Isaac Hayes,Weihnachten Playlist,disco
The Mistletoe And Me,Isaac Hayes,pov: you have a holly jolly christmas,disco
The Mistletoe And Me,Isaac Hayes,World's Best Christmas Playlist,disco
The Best,Tina Turner,Foreign Affair,disco
Shake Your Groove Thing,Peaches & Herb,Disco Boogie Mood,disco
The Mistletoe And Me,Isaac Hayes,pov: you rock around the christmas tree,disco
Gimme Some,"Jimmy ""Bo"" Horne",The Legendary Henry Stone Presents: Jimmy Bo Horne,disco
Season Of The Witch,Lou Rawls,Halloween Hits,disco
"Hey, wir woll'n die Eisbären seh'n - Original Mix",Sound Convoy,"Hey, wir woll´n die Eisbären seh´n",disco
Season Of The Witch,Lou Rawls,Helloween Party,disco
Christmas Will Really Be Christmas,Lou Rawls,Christmas Soul Classics,disco
Ich bau dir ein Schloss,Jürgen Drews;Matthias Reim,Best Of Karneval,disco
Ich bau dir ein Schloss,Jürgen Drews;Matthias Reim,Karneval Klassiker,disco
Ein Bett im Kornfeld,Jürgen Drews;Ben Zucker,Karneval 2022 100%,disco
Ein Bett im Kornfeld,Jürgen Drews;Ben Zucker,Best Of Karneval,disco
Ein Bett im Kornfeld,Jürgen Drews;Ben Zucker,Karneval Klassiker,disco
Ich bau dir ein Schloss,Jürgen Drews;Matthias Reim,Karneval 2022 100%,disco
Was einmal war das kommt nie wieder,Jürgen Drews,Ballermann Hits Party 2023,disco
Irgendwann irgendwo irgendwie - seh'n wir uns wieder - Remastered 2017,Jürgen Drews,Karneval Klassiker,disco
The Weekend - Radio Edit,Michael Gray,Analog Is On,disco
Crave You,Flight Facilities;Giselle,Down To Earth,disco
Strangers,Roosevelt,Polydans,disco
Caribbean Queen (No More Love On the Run),Billy Ocean,The Very Best of Billy Ocean,disco
Canopée,Polo & Pan,Caravelle,disco
Kylie,Akcent,Akcent,disco
Stay With Me,Akcent,Fara lacrimi,disco
World Hold on (Children of the Sky) [Radio Edit],Bob Sinclar;Steve Edwards,World Hold on (Children of the Sky) [Radio Edit],disco
Intoxicated - Radio Edit,Martin Solveig;Good Times Ahead,Intoxicated (Radio Edit),disco
Karma Chameleon,Culture Club,The Best Of Culture Club,disco
Sailing,Christopher Cross,Christopher Cross,disco
Harvest Moon,Poolside,Pacific Standard Time,disco
Eternal Flame,The Bangles,Everything,disco
Walk Like an Egyptian,The Bangles,The Essential Bangles,disco
Play That Funky Music,Wild Cherry,Wild Cherry,disco
True Colors,Cyndi Lauper,True Colors,disco
Manic Monday,The Bangles,Different Light,disco
Words,Bee Gees,Horizontal (Deluxe Version),disco
Copacabana (At the Copa),Barry Manilow,The Greatest Songs Of The Seventies,disco
Hooray! Hooray! It's A Holi-Holiday - Radio Edit,Boney M.,20th Century Hits,disco
"I Will Survive - Original 7"" Version",Gloria Gaynor,I Will Survive (Phil Kelsey Remix),disco
"That's What Friends Are For (with Elton John, Gladys Knight & Stevie Wonder)",Dionne Warwick;Elton John;Gladys Knight;Stevie Wonder,Friends,disco
Camel by Camel - Mix Vocal,Sandy Marton,People From Ibiza (The Very Best - Deluxe Edition),disco
Megamix - Extended Version,Boney M.,The Essential Boney M.,disco
Tragedy,Bee Gees,Spirits Having Flown,disco
You Can't Hurry Love,The Supremes,The Supremes A' Go-Go (Expanded Edition),disco
Ich schwanke noch - Kyanu & Abrissgebeat Remix,Ikke Hüftgold;KYANU;Abrissgebeat,Ich schwanke noch (Kyanu & Abrissgebeat Remix),disco
Trzeba Świrować,Nowator;Paprodziad;KAŁAMAGA,Trzeba Świrować,disco
Through the Barricades,Spandau Ballet,Hits of the 80s,disco
Garde le pour toi,Paradis,Halloween & Chill,disco
Ich war noch niemals auf Mallorca,Almklausi;Kings of Günter;DJ Heini,DJ Cashi präsentiert Mallora Closing 2022 powered by Xtreme Sound,disco
La ballade de Jim,Paradis,Tsugi Electro,disco
Biermelodie,Killermichel,Biermelodie,disco
Perfidnie - Radio Edit,Loverboy,Perfidnie,disco
Wir machen mit bei der Rettung der Erde,Almklausi,Ballermann Party Hits Megamix 2022.2,disco
Mama Laudaaa - Apres Ski Edition,Almklausi;Specktakel,Après Ski Megahits 2023,disco
Wir machen mit bei der Rettung der Erde,Almklausi,Après Ski Megahits 2023,disco
"You Should Be Dancing - Edit / From ""Saturday Night Fever"" Soundtrack",Bee Gees,Children Of The World,disco
Das rote Pferd,Markus Becker;Die Mallorca Cowboys,Karneval 2022 100%,disco
Eine Skifahrt die ist lustig,Almklausi,Ballermann Party Mix - Alle Après Ski Hütten Hits der letzten Jahre,disco
